rating,text,date,trip_type,date_status
5,"Amazing food, value for money. The whole night was an experience there. Staff were amazing and friendly. They even proposed on what to eat!",Nov 2024,Couples,date_with_label
5,"Top steak restaurant with large portion of side dishes (both the salad, the mixed vegetables and the daddies). Really super tasty everything. Very friendly and smooth service and very atmospheric. We enjoyed it, highly recommended.",Dec 2024,Couples,date_with_label
5,"Good Food, nice environment, top service especially from Magda our main waitress. 
Interesting meat selection with tasty sides",Dec 2024,Friends,date_with_label
5,Very cool experience I had the de bouf which they bring out and lite on fire. Fun unexpected experience and would highly suggest!,Dec 2024,Couples,date_with_label
5,"Dear E3420HVchrism,
You make our DAY'S and it's our goal to make everybody happy. We are happy to hear that you have enjoyed it and we hope to welcome you again in the near future!
Team DAY'S",Dec 2024,Couples,date_with_label
5,"Dear tkone1983,

Thank you for your visit and we hope to welcome you again in the near future!

Team DAY'S",Dec 2024,Couples,date_with_label
3,"We went with the family on December 26th following reviews on TripAdvisor. 
After trying to impose on us a festive menu with 3 courses for a total of 55 € minimum per person (excluding drink) we managed to take only one meat and therefore one dish.
The concept of the plate on which everyone can grill their meat is nice, the accompanying potatoes are good but we still paid 147.20 € for 4 black Angus 200 g, 2 beers, 2 cocas and a bottle of water.
Nice but horrible expensive. In addition, the room is very noisy. We are used to doing restaurants several times during our trips... we will settle for once in this one!!!",Dec 2024,Family,date_with_label
5,"The food was presentation was terrific and the taste was wonderful.    The staff was very friendly especially Magda
I would highly recommend this restaurant and would return again or sure",Dec 2024,Family,date_with_label
5,"Excellent service!!
Great food. We went for dinner twice during our visit to Amsterdam. If you want a solid place to dine this is it!",Dec 2024,Family,date_with_label
5,"Great place with welcoming staff and incredible service, the food is exceptional. We had a Christmas dinner ad everything as absolutely perfect. Strongly recommended!",Dec 2024,Family,date_with_label
5,Amazing experience!! Excellent service! A really unique night out! Friendly staff providing very good recommendations! Reasonable price for what you get!! Highly recommended!,Dec 2024,Family,date_with_label
5,"A rather pleasant room in the centre of amsterdam and a restaurant that offers tender meats cooked to perfection
I've opted for a flare-up, so we have the extra show.",Jun 2024,Business,date_with_label
5,"The Best Steak I’ve Had in A while 
Thank you Guys 
We had an amazing Christmas dinner thank you

The foods and the staff were both amazing",Dec 2024,Family,date_with_label
5,"Great place for food, fantastic service and really made our special night even better! Thank you so much for going above and beyond x",Dec 2024,Couples,date_with_label
5,Excellent hospitality from the staff and the atmosphere was very friendly! The meat was tasty and the wine also. I will recommend,Dec 2024,Family,date_with_label
5,Amazing place with great food and excellent service! It’s a great idea for getting together with families and colleagues. The hosts are very helpful and resourceful with great advice. I highly recommend this.,Dec 2024,Family,date_with_label
5,"Amazing place, amazing food, amazing staff! 100 % recommended (we also got very good advice on the food, and 2 shots of limoncello for free :D)",Dec 2024,Couples,date_with_label
5,"Excellent service and amazing meat! Really ideal places for a meat lover, the staff was extremely kind and nice, took care of us :)",Dec 2024,Couples,date_with_label
5,Super fast service and ladies are attentive. Food and drink doesn't last long. Delicious desserts I ate 2x tiramisú and definitely recommended,Dec 2024,Couples,date_with_label
5,Everyone here is very friendly and great service! Love the atmosphere! I came with my friend on vacation from America and it was such an amazing experience!,Dec 2024,Friends,date_with_label
5,SOO GOOD SO NICE LOVE THE VIBES. the people were so nice. i came with my friend kylie on vacation from america it was such a homey experience.,Dec 2024,Friends,date_with_label
5,"A very nice spot, Friendly and kind staff! Absolutely amazing food definitely recommend if you’re near the area !!! 
Brilliant service.",Dec 2024,Family,date_with_label
5,Great staff and friendly service! I had the tuna steak in my husband had the ribeye. You cook it yourself so it’s kind of neat.,Dec 2024,Couples,date_with_label
4,Lovely meal and great service. Would come again. Cooking the steak was great fun and really good to be able to cook it the way you liked it.,Dec 2024,Family,date_with_label
5,"We were looking for a nice restaurant near our hotel. They provide wonderful service and delicious food. I highly recommend the T-bone, the peppersauce and the mixed vegetables. We will be back on our next trip!",Dec 2024,Family,date_with_label
5,"Service was amazing! Food was delicious!

Magda was such a great and helpful servant, all food she recommended we liked and whatever we needed she was there to assist us, such a wonderful and lovely person.

Thank you for fantastic experience!",Dec 2024,Friends,date_with_label
5,"Eyerything was fantastic,the garsons ofrom Greece and the head garson,magda was fantastic,als ladianna and Giorgos!
Tomorrow will return again!And every time that will be in Amsterdam will dinner here,regarding this amazing food and personal!
Dr AsteriosMantzanas-Anna Boni",Dec 2024,Couples,date_with_label
5,Absolute great experience with this hot stone. Our food was delicious. Staff were very friendly. All in all a restaurant where I can recommend. Lovely greetings from Germany.,Dec 2024,Couples,date_with_label
5,"Food spot on, so yummy. Meat was so tender. Experience 10/10! Service from Magda was welcoming from the second we came in!",Dec 2024,Friends,date_with_label
5,"Fantastic friendly service, incredible food and fabulous atmosphere. 
I haven’t tasted meats as flavourful as this before. 
Mixed grill for 1 person was more than enough with 2 sides (2 sides as I was being greedy! I could have eaten more if I wanted to due to how good the food was!) 
Highly recommend. 
Magda was our waitress and she made us feel so welcome and thoroughly looked after us. 
If I come back to Amsterdam, I will 100% be coming back here again and will recommend this place to anyone visiting Amsterdam!",Dec 2024,Friends,date_with_label
5,"Excellent food, steak was unreal! Magna was such a great host too offering great advice on the menu. Would definitely come back",Dec 2024,Friends,date_with_label
