rating,text,sentiment,date,trip_type,date_status
1,"For me it was a colossal disappointment (since we are in Rome). Admission to the Pantheon is free. I have booked an audio guide for 19.8 with time appointment - confirmed in the booking. Arrived at the site 10 minutes early, they tell me I still have to wait in line. ( More 'than 1 hour) I ask an attendant why, then , is given a time appointment, and the same answers me ""I work for the Pantheon, the company' that manages reservations for audio guides and 'different from the one that manages the Pantheon ""(....!!) .. Company' that, by pure chance , online is called pantheonroma.com and promises to be an official site .. or at least I on their site have booked... All this inside a Sacred building .....? Examination of conscience? ""Estote wallpaper............""",負面,Aug 2021,Couples,date_with_label
5,It is the most interested monument from the past. We can visit it for free. That is why there are many people in the line in front of.,正面,Aug 2021,Couples,date_with_label
5,"Many people dream of going to tropical islands, and I always dreamed of going to Rome. So many different architectural structures, monuments, sculptures and all that I love. And now, finally, I saw for myself the famous Pantheon. Massive, majestic and simply beautiful. It's so beautiful inside the Pantheon... I don't know what else to add, because you have to see it with your own eyes to experience the full palette of emotions.",正面,Oct-20,,unknown_format
5,"Very busy and touristy but its one of those things that you just have to do when you go to Rome.Even if you have never visited Rome, you may be familiar with the Pantheon through Dan Brown's bestselling book Angels & Demons. Although the book and its series are not free factual , they enchanted readers across the world with the possibility of mystery and magic in historic Rome and this made it that little bit more exciting to visit!",正面,Sep 2020,Couples,date_with_label
5,"It looks like a Greek temple little from outside but A unique place in my opinion.  When you are in Rome, you will like to visit it.",正面,"elshorbagy2016Vilnius, Lithuania20 contributions0",,unknown_format
5,"Superb monument, we highly recommend taking the audio guide, which brings a lot of information and makes us observe things that we would not have noticed without.",正面,Jul 2021,Couples,date_with_label
4,Disappointed with this moment which remains a beautiful building but the exterior is quite dirty and the interior small compared to other Pantheon I have been able to visit. The audio tour is a good help to understand the story but the Welcoming is not very cordial. Too bad.,負面,"Written August 15, 2021",,unknown_format
5,"This was such an amazing experience, I always wanted to visit the Pantheon and I was not disappointed.",正面,Jul-21,,unknown_format
3,"It's beautiful and classic and a must-see, but there really isn't much to do there once you admire the dome. Line up early; by opening time on a Friday morning the line stretched beyond the piazza and out of sight.",中立,Aug 2021,Couples,date_with_label
4,A good visit between other sites. Don't use surrounding cafes etc but go down the side streets to avoid rip off prices and use trip adviser in advance for the best cafes etc.,正面,Nov 2020,Couples,date_with_label
3,"I know that from a historical and technical point of view, this is one of the most important buildings in Rome, but people who wait in line (can be 30 minutes) should know that it didn't give us the real wow-feeling and that there are many other buildings that are much more impressive in our opinion...",負面,"deedee-2004Antwerp, Belgium432 contributions0",,unknown_format
5,An iconic part of Rome's history and unbelievable that you can just walk in and look around as people have been doing for centuries.,正面,Jul-21,,unknown_format
5,"The Pantheon is a must see. The art work and architecture are unbelievable. As we wandered around we learned how the structure was built and learned about its history,",正面,Jul-21,,unknown_format
5,"This is a magic place, with so much history. It is the only ancient Roman building remained nearly intact trough the centuries. You must see it at least once in your life 😍",正面,Aug-21,,unknown_format
5,"If you are in Rome maybe for a few days and you can not visit all the monuments, I would recommend visiting the Pantheon, because it is really majestic, with its magnificent interiors. With a good guide you will learn about historical and architectural details that you may not have read in the books yet.  You'll come out excited, really! Also very pretty is the square in front, with the obelisk and the fountain, each with its own story to remember when you return! TO SEE",正面,Jun 2021,Couples,date_with_label
4,It's free but on weekend you need a reservation. Inside is small but impressive building I would not pay for it but it's free so it was great. Watch about pantheon on you tube you will learn and appreciate more.,正面,Aug 2021,Couples,date_with_label
5,The pantheon is now open with short lines.  Good restaurants in the side streets with tourist menus and good wine and pizza,正面,Jul-21,,unknown_format
5,Perhaps the most beautiful temple from ancient Rome. It was not as busy as I thought it might have and this made my experience even better.,正面,Jul 2021,Solo,date_with_label
3,I feel bad for marking it as average but I was expecting something more after queuing and waiting to go inside for such a long time. The exterior is beautiful and I think I assumed it would be larger inside.,負面,Jun-21,,unknown_format
5,"The Pantheon is always magnificent. But this year (apparently due to the pandemic) everything was superbly organized. The entrance is only by registration, there is no crowd inside, everything is very clearly visible. Fabulous!",正面,Jul-21,,unknown_format
5,"Booked a tour in advance from pantheonroma website. Pantheon, like many have said before, is incredible and definitely worth a visit.I would suggest taking the official tour as I would not have appreciated how magnificent defeat of architecture the building is without the well done tour. (Lots of people used audio tour so I expect it to be good too)",正面,Jul 2021,Solo,date_with_label
